Malicious,Package Repository,Package Name,Number of Words in source code,Number of lines in source code,plus ratio mean,plus ratio max,plus ratio std,plus ratio q3,eq ratio mean,eq ratio max,eq ratio std,eq ratio q3,bracket ratio mean,bracket ratio max,bracket ratio std,bracket ratio q3,Number of base64 chunks in source code,Number of IP adress in source code,Number of sospicious token in source code,Number of Words in metadata,Number of lines in metadata,Number of base64 chunks in metadata,Number of IP adress in metadata,Number of sospicious token in metadata,.bat,.bz2,.c,.cert,.conf,.cpp,.crt,.css,.csv,.deb,.erb,.gemspec,.gif,.gz,.h,.html,.ico,.ini,.jar,.java,.jpg,.js,.json,.key,.m4v,.markdown,.md,.pdf,.pem,.png,.ps,.py,.rb,.rpm,.rst,.sh,.svg,.toml,.ttf,.txt,.xml,.yaml,.yml,.eot,.exe,.jpeg,.properties,.sql,.swf,.tar,.woff,.woff2,.aac,.bmp,.cfg,.dcm,.dll,.doc,.flac,.flv,.ipynb,.m4a,.mid,.mkv,.mp3,.mp4,.mpg,.ogg,.otf,.pickle,.pkl,.psd,.pxd,.pxi,.pyc,.pyx,.r,.rtf,.so,.sqlite,.tif,.tp,.wav,.webp,.whl,.xcf,.xz,.zip,.mov,.wasm,.webm,presence of installation script,shannon mean ID source code,shannon std ID source code,shannon max ID source code,shannon q3 ID source code,shannon mean string source code,shannon std string source code,shannon max string source code,shannon q3 string source code,homogeneous identifiers in source code,homogeneous strings in source code,heteregeneous identifiers in source code,heterogeneous strings in source code,URLs in source code,shannon mean ID metadata,shannon std ID metadata,shannon max ID metadata,shannon q3 ID metadata,shannon mean string metadata,shannon std string metadata,shannon max string metadata,shannon q3 string metadata,homogeneous identifiers in metadata,homogeneous strings in metadata,heterogeneous strings in metadata,URLs in metadata,heteregeneous identifiers in metadata,contacted_external_domain,sensitive_file_read,dns_query_to_external,http_method,domain_is_known_malicious,yara_credential_theft_indicators,yara_exfiltration_indicators,yara_shell_execution_indicators,yara_command_execution_indicators,yara_obfuscation_indicators,yara_persistence_indicators,yara_install_hook_indicators,yara_suspicious_imports_indicators,semgrep_has_exec_call,semgrep_has_subprocess,semgrep_has_network_request,semgrep_has_secret_access,proc_privilege_escalation,proc_write_binary_dir,proc_ptrace_detected,proc_package_install_runtime,ebpf_accessed_root,ebpf_accessed_ssh,ebpf_accessed_etc,ebpf_privilege_escalation,ebpf_network_activity,ebpf_spawned_process,ebpf_c2_port_suspected,c2_port_4444,c2_port_1337,c2_port_6667,c2_port_31337,c2_port_9001,c2_port_8080,c2_port_2323,c2_port_1234
1,NPM,webpack-bundle-optimizer-1.0.0,274,48,0.0019688915140775743,0.0019688915140775743,0.0,0.0019688915140775743,0.0033471155739318763,0.0033471155739318763,0.0,0.0033471155739318763,0.001378224059854302,0.001378224059854302,0.0,0.001378224059854302,4,3,20,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07196177565144453,0.12058851167017094,0.4056390622295664,0.17713059831447237,0.2604630739217798,0.24225338237663208,0.9605278493513334,0.4573502944858487,133,75,0,19,6,0.0,0.0,-0.0,0.0,0.08461563687394069,0.1460314732923981,0.4854752972273343,0.15518131886386266,8,19,1,0,0,hyper-cr4te.1dorelax.surf,False,hyper-cr4te.1dorelax.surf,POST,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,NPM,token-validator-lib-2.0.0,274,48,0.0020016012810248197,0.0020016012810248197,0.0,0.0020016012810248197,0.0034027221777421937,0.0034027221777421937,0.0,0.0034027221777421937,0.0014011208967173738,0.0014011208967173738,0.0,0.0014011208967173738,4,3,20,15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07196177565144453,0.12058851167017094,0.4056390622295664,0.17713059831447237,0.26242301779651134,0.2428621100914186,0.9605278493513334,0.4486434658489479,133,75,0,19,6,0.0,0.0,-0.0,0.0,0.07856185169375199,0.14540318823526555,0.4854752972273343,0.0,8,19,1,0,0,task-id.pavl9ore.surf,False,task-id.pavl9ore.surf,POST,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,NPM,session-store-redis-1.3.0,231,45,0.0023730422401518746,0.0023730422401518746,0.0,0.0023730422401518746,0.004034171808258187,0.004034171808258187,0.0,0.004034171808258187,0.0016611295681063123,0.0016611295681063123,0.0,0.0016611295681063123,3,3,16,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07267174284271893,0.1205870373340455,0.4056390622295664,0.18561616332043782,0.2710478772479694,0.24195778638123952,0.9605278493513334,0.44527106646832093,125,53,0,13,6,0.0,0.0,-0.0,-0.0,0.11117613440801974,0.1633595905190799,0.4854752972273343,0.2717822215997982,7,16,1,0,0,dom-reg.xam1riel.surf,False,dom-reg.xam1riel.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1,NPM,jwt-decode-helper-1.0.0,274,49,0.002068680182043856,0.002068680182043856,0.0,0.002068680182043856,0.003516756309474555,0.003516756309474555,0.0,0.003516756309474555,0.0014480761274306992,0.0014480761274306992,0.0,0.0014480761274306992,4,3,20,15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07196177565144453,0.12058851167017094,0.4056390622295664,0.17713059831447237,0.26148407108408206,0.24521183188233311,0.9605278493513334,0.4522431890522669,133,77,0,19,6,0.0,0.0,-0.0,0.0,0.07930382396957253,0.14628368566336636,0.4854752972273343,0.0,8,19,1,0,0,iigbclf.1dorelax.surf,False,iigbclf.1dorelax.surf,POST,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,NPM,analytics-tracker-sdk-1.0.0,273,48,0.002131287297527707,0.002131287297527707,0.0,0.002131287297527707,0.0036231884057971015,0.0036231884057971015,0.0,0.0036231884057971015,0.0014919011082693947,0.0014919011082693947,0.0,0.0014919011082693947,3,3,19,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07023581850162221,0.11926821480350801,0.4056390622295664,0.16864503330850694,0.2554436862950772,0.24480339803559586,0.9605278493513334,0.4591479170272448,131,77,0,19,6,0.0,0.0,-0.0,0.0,0.08147419440563475,0.14395059905444346,0.4854752972273343,0.1134290847967362,8,20,1,0,0,refid-1.pavl9ore.surf,False,refid-1.pavl9ore.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,NPM,image-resize-toolkit-3.1.0,166,33,0.0008116883116883117,0.0008116883116883117,0.0,0.0008116883116883117,0.005275974025974026,0.005275974025974026,0.0,0.005275974025974026,0.0008116883116883117,0.0008116883116883117,0.0,0.0008116883116883117,1,3,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784034566714639,0.12408106699782685,0.4056390622295664,0.18561616332043782,0.276353984717923,0.23888377169009797,0.792481250360578,0.4926140680171258,81,18,0,5,8,0.0,0.0,-0.0,0.0,0.09662281164753245,0.16127451136288257,0.4854752972273343,0.17587334759598044,5,10,1,0,0,top-svc.mav2terol.surf,False,top-svc.mav2terol.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,json-diff-util-1.1.0,144,30,0.0009629272989889263,0.0009629272989889263,0.0,0.0009629272989889263,0.005777563793933558,0.005777563793933558,0.0,0.005777563793933558,0.00048146364949446316,0.00048146364949446316,0.0,0.00048146364949446316,0,2,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06455807668194274,0.11559265207805733,0.4056390622295664,0.08432251665425347,0.19524025396013833,0.23015763889071952,0.7916131370339918,0.3772254836400815,77,13,0,3,5,0.0,0.0,-0.0,0.0,0.07020626054121974,0.14677357258416765,0.4854752972273343,-0.0,5,12,1,0,0,anchocav.7lorexan.surf,False,anchocav.7lorexan.surf,GET,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,dom-selector-helper-2.2.0,166,32,0.0008126777732629012,0.0008126777732629012,0.0,0.0008126777732629012,0.005282405526208858,0.005282405526208858,0.0,0.005282405526208858,0.0008126777732629012,0.0008126777732629012,0.0,0.0008126777732629012,1,3,4,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784034566714639,0.12408106699782685,0.4056390622295664,0.18561616332043782,0.27835495997732596,0.24009371500496038,0.792481250360578,0.4926140680171258,81,18,0,5,8,0.0,0.0,-0.0,0.0,0.06666585994667261,0.14184611956042364,0.4854752972273343,-0.0,5,12,1,0,0,mi5t-cache.2zavlore.surf,False,mi5t-cache.2zavlore.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,health-check-monitor-1.3.0,189,34,0.0029385836027034967,0.0029385836027034967,0.0,0.0029385836027034967,0.004995592124595945,0.004995592124595945,0.0,0.004995592124595945,0.001763150161622098,0.001763150161622098,0.0,0.001763150161622098,2,3,12,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06983892822566916,0.11826229446148251,0.4056390622295664,0.16864503330850694,0.267237552015568,0.23584441296832326,0.9605278493513334,0.44527106646832093,119,33,0,7,6,0.0,0.0,-0.0,0.0,0.11646281626216759,0.1648519970691658,0.4854752972273343,0.2717822215997982,5,11,1,0,0,zipark.torex6lin.surf,False,zipark.torex6lin.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False
1,NPM,webpack-dev-utils-2.0.0,273,48,0.0021463833440652502,0.0021463833440652502,0.0,0.0021463833440652502,0.003648851684910925,0.003648851684910925,0.0,0.003648851684910925,0.0015024683408456751,0.0015024683408456751,0.0,0.0015024683408456751,3,3,19,14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07023581850162221,0.11926821480350801,0.4056390622295664,0.16864503330850694,0.2569876706096095,0.24528302687119752,0.9605278493513334,0.4561091021979071,131,77,0,19,6,0.0,0.0,-0.0,0.0,0.09493466618876988,0.15321788932898048,0.4854752972273343,0.26390532085130236,8,17,1,0,0,pwr-log.xam1riel.surf,False,pwr-log.xam1riel.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,NPM,template-engine-lite-1.4.0,160,31,0.0008200082000820008,0.0008200082000820008,0.0,0.0008200082000820008,0.005330053300533005,0.005330053300533005,0.0,0.005330053300533005,0.0008200082000820008,0.0008200082000820008,0.0,0.0008200082000820008,1,3,4,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784034566714639,0.12408106699782685,0.4056390622295664,0.18561616332043782,0.27801065527669194,0.24012316386578658,0.792481250360578,0.4926140680171258,81,18,0,5,8,0.0,0.0,-0.0,0.0,0.09541682016955243,0.14709505182811664,0.4854752972273343,0.2197484934607567,5,10,1,0,0,7m5mdmsm.qeniral8.surf,False,7m5mdmsm.qeniral8.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,socket-io-adapter-2.1.0,189,34,0.002961208172934557,0.002961208172934557,0.0,0.002961208172934557,0.005034053893988748,0.005034053893988748,0.0,0.005034053893988748,0.0017767249037607344,0.0017767249037607344,0.0,0.0017767249037607344,2,3,12,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06983892822566916,0.11826229446148251,0.4056390622295664,0.16864503330850694,0.26958182600125646,0.23700563798822255,0.9605278493513334,0.44527106646832093,119,33,0,7,6,0.0,0.0,-0.0,0.0,0.14039031971860066,0.2086384003082451,0.6758220575766961,0.2717822215997982,5,11,1,1,0,cmdset.3zavlore.surf,False,cmdset.3zavlore.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False
1,NPM,stream-processor-core-1.0.0,196,37,0.0029437739181630853,0.0029437739181630853,0.0,0.0029437739181630853,0.005004415660877244,0.005004415660877244,0.0,0.005004415660877244,0.001766264350897851,0.001766264350897851,0.0,0.001766264350897851,2,3,8,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06983892822566916,0.11826229446148251,0.4056390622295664,0.16864503330850694,0.2633829406405299,0.2372848636049352,0.9605278493513334,0.4545223001742702,119,33,0,7,6,0.0,0.0,-0.0,0.0,0.12247240718788727,0.1733890589136963,0.4854752972273343,0.2717822215997982,5,11,1,0,0,ftpsrv.torex6lin.surf,False,ftpsrv.torex6lin.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False
1,NPM,event-bus-emitter-2.0.0,187,36,0.0025948751216347712,0.0025948751216347712,0.0,0.0025948751216347712,0.004865390853065196,0.004865390853065196,0.0,0.004865390853065196,0.001621796951021732,0.001621796951021732,0.0,0.001621796951021732,2,3,8,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06793408365983783,0.11610353866184925,0.4056390622295664,0.16864503330850694,0.2585218895855264,0.2304318991305915,0.792481250360578,0.4361028669493309,107,31,0,6,8,0.0,0.0,-0.0,0.0,0.10904091710964191,0.16586635183935958,0.4854752972273343,0.2665309544341343,5,13,1,0,0,sslkey.qeni8ral.surf,False,sslkey.qeni8ral.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False
1,NPM,promise-chain-utils-1.2.0,153,31,0.0008291873963515755,0.0008291873963515755,0.0,0.0008291873963515755,0.00538971807628524,0.00538971807628524,0.0,0.00538971807628524,0.0008291873963515755,0.0008291873963515755,0.0,0.0008291873963515755,1,3,4,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784034566714639,0.12408106699782685,0.4056390622295664,0.18561616332043782,0.27723287707077116,0.23932135034710394,0.792481250360578,0.4926140680171258,81,18,0,5,8,0.0,0.0,-0.0,0.0,0.08098901803070331,0.14812189032923237,0.4854752972273343,0.06068259509323917,5,12,1,0,0,balance4-array.mav3torel.surf,False,balance4-array.mav3torel.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,mime-type-checker-1.0.0,152,28,0.0009132420091324201,0.0009132420091324201,0.0,0.0009132420091324201,0.005936073059360731,0.005936073059360731,0.0,0.005936073059360731,0.00045662100456621003,0.00045662100456621003,0.0,0.00045662100456621003,1,2,4,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07216759854629097,0.121329696724582,0.4056390622295664,0.16864503330850694,0.2630054208605848,0.2554068029266551,0.792481250360578,0.49815351700428145,78,18,0,3,5,0.0,0.0,-0.0,0.0,0.06790248040637352,0.1434474845822752,0.4854752972273343,-0.0,5,12,1,0,0,max-videos.site,False,max-videos.site,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,telemetry-agent-core-1.0.0,281,54,0.0019383601473153711,0.0019383601473153711,0.0,0.0019383601473153711,0.004458228338825354,0.004458228338825354,0.0,0.004458228338825354,0.0013568521031207597,0.0013568521031207597,0.0,0.0013568521031207597,4,3,20,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09072175241396271,0.13460705003731707,0.5,0.2344977967946406,0.2725116546473104,0.24011649231633095,0.9605278493513334,0.4591479170272448,145,62,0,15,6,0.0,0.0,-0.0,0.0,0.09082510657673269,0.15553707455802135,0.4854752972273343,0.17587334759598044,8,19,1,0,0,pr1rn-frame.1dorelax.surf,False,pr1rn-frame.1dorelax.surf,POST,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,NPM,auth-token-refresher-2.0.0,256,51,0.00224870699347875,0.00224870699347875,0.0,0.00224870699347875,0.0044974139869575,0.0044974139869575,0.0,0.0044974139869575,0.0015740948954351248,0.0015740948954351248,0.0,0.0015740948954351248,3,3,16,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07984905821144872,0.12520072883724545,0.4056390622295664,0.20534078555963103,0.26492079059846063,0.24445903391246016,0.9605278493513334,0.4591479170272448,134,56,0,13,6,0.0,0.0,-0.0,-0.0,0.08922624467024672,0.1475217619234115,0.4854752972273343,0.19783657168898852,7,17,1,0,0,uykfqn.pavlore9.surf,False,uykfqn.pavlore9.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False
1,NPM,dependency-graph-util-3.1.0,192,38,0.002425712553062462,0.002425712553062462,0.0,0.002425712553062462,0.004851425106124924,0.004851425106124924,0.0,0.004851425106124924,0.0015160703456640388,0.0015160703456640388,0.0,0.0015160703456640388,2,3,8,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739204240310654,0.12042269840366089,0.4056390622295664,0.18561616332043782,0.25813848792464006,0.2253371931008585,0.792481250360578,0.4383741582823386,110,31,0,6,8,0.0,0.0,-0.0,0.0,0.11240527392700927,0.1611954329432765,0.4854752972273343,0.2344977967946406,5,11,1,0,0,sprucevale.torex5lin.surf,False,sprucevale.torex5lin.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False
1,NPM,credential-vault-sync-2.0.0,253,50,0.0023207240659085635,0.0023207240659085635,0.0,0.0023207240659085635,0.003945230912044558,0.003945230912044558,0.0,0.003945230912044558,0.0018565792527268509,0.0018565792527268509,0.0,0.0018565792527268509,3,3,18,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07286273113169431,0.12056248645026017,0.4056390622295664,0.18561616332043782,0.2608475295760158,0.2455595382289825,0.9605278493513334,0.4591479170272448,127,61,0,17,6,0.0,0.0,-0.0,-0.0,0.09094466159828983,0.14886861449539168,0.4854752972273343,0.22876807639376445,7,17,1,0,0,uykfqn.pavlore9.surf,False,uykfqn.pavlore9.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False

1,NPM,secret-store-client-2.0.0,243,49,0.002346866932644919,0.002346866932644919,0.0,0.002346866932644919,0.003989673785496362,0.003989673785496362,0.0,0.003989673785496362,0.0018774935461159353,0.0018774935461159353,0.0,0.0018774935461159353,3,3,18,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07286273113169431,0.12056248645026017,0.4056390622295664,0.18561616332043782,0.26518483714214147,0.24995164089108887,0.9605278493513334,0.4591479170272448,127,61,0,19,6,0.0,0.0,-0.0,-0.0,0.12942130651601055,0.16591979614975932,0.4854752972273343,0.29583638929116374,7,17,1,0,0,crystalreef.vexon3ar.surf,False,crystalreef.vexon3ar.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False
1,NPM,heartbeat-checker-1.5.0,179,33,0.0013708019191226869,0.0013708019191226869,0.0,0.0013708019191226869,0.004455106237148732,0.004455106237148732,0.0,0.004455106237148732,0.001028101439342015,0.001028101439342015,0.0,0.001028101439342015,3,4,9,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775135265236029,0.1227022676981363,0.4056390622295664,0.18561616332043782,0.29681932831877894,0.2628975566040462,0.9605278493513334,0.5,88,33,0,13,9,0.0,0.0,-0.0,0.0,0.0809648258377997,0.14714720015674077,0.4854752972273343,0.08068923972434958,5,11,1,0,0,wvdaavfk.2zavlore.surf,False,wvdaavfk.2zavlore.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
